Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes
RES-03005,CUST-0659,CAR-452 ,Creta,Completed,2025-02-07T14:06,2025-02-13 14:06,2025/02/13 09:06,12086,"12,518",75,₹1500/day,SAVE50,Bombay,12.942372398319144,77.56516843143629,86kmh, card,DL-8664423917,Major,Car returned in good condition
RES-03068,CUST-0307,CAR393,Hatchback,No_Show,2025-05-06 20:52,05/14/2025 20:52,2025-05-17 17:52,"15,406",15373,0.10,Rs1500/day,,BLR,12.88292590266616,77.5638143922235,,upi,DL-3111992267,None,Navigation system malfunction reported
RES-03652,CUST-0434,car165,EV,No_Show,2025-06-06T11:12,06/11/2025 11:12,2025/6/13 11:68,10814,11164km,75%,₹1500/day,NEW10,blr,12.894910834270272,77.56192532756722,,netbanking,DL-7710086750,Major,Customer satisfied with ride
RES-03310,CUST-1880,car-054,Suzuki,No_Show,09-04-2025 06:05,11-04-2025 06:05,11-04-2025 23:05,"59,627",59629,0.30,Rs1500/day,,BLR,12.888375852871963,77.63803919350946,89kmh,Wallet,DL-8075727476,Major,Customer reported minor scratch on door
RES-03884,CUST-1919,CAR407,Luxury,No_Show,05/01/2025 11:08,2025-05-08 11:08,05/09/2025 08:08,"18,929","19,362",NA,USD 25/day,NEW10,Delhi,12.929265194689004,77.55902557511438,139kmh, card,DL-9891470125,None,Customer satisfied with ride
RES-04155,CUST-1351, CAR-533 ,Luxury,Cancelled,23-01-2025 04:46,01/25/2025 04:46,2025-01-26T15:46,34139,"34,133",0.10,Rs1500/day,SAVE50,Chennai,12.855488319503545,77.62170492617858,fast,upi,DL-3929450217,Minor,
RES-04038,CUST-0317,CAR_592,Luxury,No_Show,16-06-2025 04:31,2025-06-18T04:31,20-06-2025 04:31,17850,18002km,0.25,1800 perday,DISC20,unknown,12.874807986829827,77.60854052803421,58kmh,CARD,DL-6970475822,Major,
RES-03720,CUST-0623,CAR-149 ,Creta,Completed,06/23/2025 12:04,2025/6/30 12:76,2025-07-01 15:04,40433 km,40618,30%,"₹1,800/day",,delhi,12.856947065927656,77.58418262297096,129kmh,netbanking,DL-4058715351,Major,Customer requested early pickup
RES-04354,CUST-1079,CAR 349,Creta,No_Show,2025-02-18 20:32,02/19/2025 20:32,2025-02-20 15:32,18356 km,"18,843",0.75,1500 per day,SAVE50,Bengaluru,12.876494210424543,77.64989719483052,fast,upi,DL-2631445965,Major,Tyre pressure alert during trip
RES-02548,CUST-1812,CAR_217,Suzuki,Cancelled,22-01-2025 18:42,2025/1/26 18:71,2025/01/27 18:42,50367 km,50363,75%,,SAVE50,bangalore,12.890318134893366,77.6484104681981,35 km/h,cash,DL-1220395244,None,Customer reported minor scratch on door
RES-04197,CUST-1016,car120,Toyota,Cancelled,14-01-2025 03:42,2025/01/17 03:42,2025/01/19 08:42,"56,685",56890km,1.0,$20/day,DISC20,New Delhi,12.87470114684982,77.57176273336222,78 km/h, card,DL-7299397205,Major,
RES-02328,CUST-0835,CAR-541,SUV,No_Show,2025-05-05T00:52,2025-05-10 00:52,2025/05/11 22:52,60274 km,60625km,NA,1500/day,DISC20,New Delhi,12.908383717134459,77.58249342031341,fast,upi,DL-7497197917,None,Vehicle returned late due to traffic
RES-03402,CUST-0367,car237,SUV,No_Show,2024/12/26 08:24,2025-01-04T08:24,01/04/2025 17:24,50126,50625,1.0,1500/day,DISC20,BLR,12.91147252694195,77.60486325299301,96kmh,Credit Card,DL-9266450055,Minor,Navigation system malfunction reported
RES-02357,CUST-0477,CAR_589,Hatchback,Cancelled,2025-01-22T01:06,2025/1/23 1:79,2025-01-24T18:06,65085 km,"65,171",10%,2000/day,WELCOME5,MUM,12.916765524113798,77.63328511562575,34 km/h,upi ,DL-3758670336,Minor,Customer reported minor scratch on door
RES-00797,CUST-0569,CAR 043,Luxury,Cancelled,2025-04-02T16:54,2025-04-11 16:54,04/12/2025 23:54,"47,534","47,618",50%,1800 perday,,unknown,12.874078490430657,77.58455589638467,136 km/h,card,DL-2252478146,Major,AC performance slightly low
RES-01633,CUST-1612,car526,SUV,No_Show,2025/03/05 19:02,03/14/2025 19:02,2025-03-15T22:02,45432,"45,402",30%,"₹1,800/day",WELCOME5,unknown,12.935657767374597,77.64859352086094,36 km/h,cash,DL-2673812105,Minor,AC performance slightly low
RES-03516,CUST-0998, CAR-112 ,EV,Cancelled,2025/03/31 21:58,2025/4/8 21:65,2025-04-08T23:58,41591,41513,0.5,₹ 2000 / day,DISC20,bangalore,12.854724276585987,77.62205234259083,89kmh,Wallet,DL-5649819256,None,Interior cleaning required
RES-04117,CUST-1451,CAR-023,Toyota,No_Show,2024-12-31 21:55,2025-01-04T21:55,01/05/2025 21:55,"46,309","46,259",50,1500 per day,SAVE50,New Delhi,12.922739250924703,77.59302138492602,36,,DL-1649084773,Major,AC performance slightly low
RES-00763,CUST-1201, CAR-599 ,Sedan,Cancelled,05/26/2025 21:41,2025/5/29 21:60,05/30/2025 02:41,45531 km,45438km,50,₹1500/day,NEW10,blr,12.922939412322387,77.60405612884746,fast, card,DL-9483007995,None,Navigation system malfunction reported
RES-04423,CUST-1249,CAR-052,Toyota,No_Show,2025-05-20 23:15,2025/05/30 23:15,30-05-2025 20:15,18851,18904,30%,2000/day,SAVE50,Delhi,12.898791820021577,77.62568929317499,84 km/h,,DL-2399387578,None,Car returned in good condition
RES-00179,CUST-1091,CAR-460,Sedan,Cancelled,2025-04-10 07:20,2025/04/16 07:20,2025/4/18 10:67,"44,551",44660km,NA,USD 25/day,WELCOME5,mumbai,12.946238688646044,77.5716835249667,fast, card,DL-6837477759,Minor,Low fuel warning observed
RES-00128,CUST-1074,CAR-410 ,Creta,Cancelled,2025-01-09 20:48,2025/01/10 20:48,2025/1/10 23:61,36996,37018km,75,Rs1500/day,SAVE50,Bombay,12.86007176498727,77.57863858334018,,CARD,DL-3053490290,None,Vehicle returned late due to traffic
RES-03151,CUST-0857,car382,Hatchback,Cancelled,2025-05-12T01:35,05/15/2025 01:35,2025/05/14 23:35,45969 km,45890km,,₹2500 per day,SAVE50,Delhi,12.90352500137844,77.63700476217538,46kmh,-,DL-2589894678,Minor,Tyre pressure alert during trip
RES-01112,CUST-1181,CAR 422,Suzuki,Cancelled,2025-05-10T04:15,05/20/2025 04:15,2025/05/20 13:15,36285,36295,75,2000/day,DISC20,MUM,12.918713127458618,77.58437754359092,119 km/h,,DL-9542219877,Major,
RES-00875,CUST-0495,car-488,Hatchback,Cancelled,04/09/2025 13:07,2025-04-10 13:07,2025-04-10 22:07,48480 km,48606km,0.5,,,BLR,12.863099581417439,77.60392492158324,82 km/h,wallet,DL-7826323551,Minor,Navigation system malfunction reported
RES-01674,CUST-0601,car354,EV,Cancelled,2025/03/24 00:47,2025/04/03 00:47,2025/04/03 16:47,79398 km,"79,884",100%,$20/day,NEW10,chennai,12.931308105544577,77.57265928565748,101,netbanking,DL-1427061424,None,Interior cleaning required
RES-02843,CUST-0153,CAR-231,Luxury,Completed,19-06-2025 06:35,2025-06-27T06:35,2025-06-29 22:35,28933,29008km,1.0,1800 perday,WELCOME5,bangalore,12.85384484034857,77.60174637041958,56kmh, card,DL-6054097310,None,Customer satisfied with ride
RES-03943,CUST-1168,CAR 400,Suzuki,Completed,03/01/2025 01:26,2025/03/02 01:26,2025/3/2 13:61,23805 km,24156km,10%,"₹1,800/day",DISC20,Delhi,12.938651657171643,77.55347117536803,fast,cash,DL-1716138181,Major,Car returned in good condition
RES-00929,CUST-0273,CAR-012,Creta,Completed,2025-04-12T19:01,2025/4/17 19:77,17-04-2025 18:01,50606 km,51046,,₹ 2000 / day,SAVE50,Bengaluru,12.91531497799065,77.59847727027862,103kmh,CARD,DL-1692513467,None,Customer reported minor scratch on door
RES-01660,CUST-1367,car-483,Suzuki,Completed,2025-03-12T08:07,2025-03-13 08:07,03/16/2025 08:07,52304,52383km,,1800 perday,NEW10,Mumbai,12.930727430863604,77.64828338944363,fast,cash,DL-2374017346,None,
RES-00321,CUST-1198,CAR407,Luxury,Cancelled,2025/04/19 14:13,04/26/2025 14:13,2025/04/28 23:13,25053 km,"25,395",25%,1800 perday,,BLR,12.908689447816155,77.55508155950876,fast,upi ,DL-1202535323,Minor,
RES-01981,CUST-0422,CAR-202,Suzuki,No_Show,2025-01-23T10:36,29-01-2025 10:36,2025-01-30T22:36,39558 km,"39,836",50%,₹1500/day,SAVE50,CHN,12.939574167106764,77.6117964221846,fast,-,DL-5896451851,None,Low fuel warning observed
RES-03177,CUST-1965,CAR-097 ,Hatchback,Cancelled,2025-02-24 08:24,2025-02-25T08:24,28-02-2025 08:24,24251,"24,538",50,₹2500 per day,,DELHI,12.94161492006568,77.61899641902549,fast,,DL-8506226659,None,Customer reported minor scratch on door
RES-00091,CUST-0258,CAR_439,Suzuki,Completed,02/25/2025 15:12,2025/3/6 15:61,2025-03-07T22:12,27582,27748,50%,1500 per day,NEW10,N/A,12.94688638173587,77.64892821746035,94,upi,DL-8072737043,Major,Customer reported minor scratch on door
RES-02586,CUST-0356,CAR090,SUV,Cancelled,06-06-2025 02:02,08-06-2025 02:02,2025-06-09 04:02,"10,512",10577km,0.10,1500 per day,NEW10,delhi,12.85297444198152,77.62935336780494,38,-,DL-6429812852,None,Low fuel warning observed
RES-03693,CUST-0651,car414,Luxury,Cancelled,20-02-2025 17:44,2025-02-22 17:44,2025-02-22 23:44,"43,786","44,187",75,Rs1500/day,NEW10,CHN,12.915021797316808,77.62821425321866,48 km/h,cash,DL-5364625094,None,Customer satisfied with ride
RES-03596,CUST-0585,CAR046,Hatchback,Completed,25-03-2025 08:10,2025/3/30 8:74,2025/03/31 10:10,75949,75887,0.25,₹ 2000 / day,DISC20,New Delhi,12.855444060949367,77.55862439828803,138,upi ,DL-1281317697,None,Vehicle returned late due to traffic
RES-01108,CUST-1832,car258,SUV,Completed,2025-02-27T12:21,28-02-2025 12:21,2025/3/1 5:69,"74,097","74,286",75%,"₹1,800/day",WELCOME5,Chennai,12.871098515150587,77.63443086995774,64,-,DL-1749356448,Major,AC performance slightly low
RES-01481,CUST-0935,CAR472,SUV,Completed,2025-03-02T08:10,2025-03-09 08:10,11-03-2025 13:10,73337 km,73271,25%,"₹1,800/day",,MUM,12.912785259273269,77.56512710404566,fast,netbanking,DL-6870275936,Major,Low fuel warning observed
RES-04021,CUST-1607,CAR-448 ,EV,No_Show,2025-03-02T23:37,03/12/2025 23:37,2025-03-15T17:37,61192,"61,571",50%,"₹1,800/day",WELCOME5,Mumbai,12.931610050846439,77.64566881636846,fast, card,DL-7622484427,Major,Interior cleaning required
RES-00239,CUST-1106,car258,SUV,No_Show,2025/06/21 16:09,2025/6/23 16:72,23-06-2025 22:09,44766 km,"44,679",0.5,Rs1500/day,NEW10,chennai,12.885530684384735,77.56223270167771,54,netbanking,DL-8860166652,Major,Customer requested early pickup
RES-03414,CUST-1760,CAR-530 ,SUV,Cancelled,13-04-2025 17:35,20-04-2025 17:35,2025/4/21 6:78,"58,961",59233,1.0,"₹1,800/day",,unknown,12.929228008450432,77.62868724027128,69kmh,Credit Card,DL-3126427364,Minor,
RES-04456,CUST-0556,car-380,SUV,Completed,2025-03-17T23:27,2025-03-18T23:27,2025-03-21T08:27,15763 km,15944,,1500 per day,DISC20,Delhi,12.907512377524878,77.59002616980396,fast,CARD,DL-5742247481,Major,
RES-01122,CUST-0240,car-487,Creta,No_Show,2025/05/19 15:43,05/28/2025 15:43,29-05-2025 12:43,"76,667",76743,0.25,₹ 2000 / day,SAVE50,Bengaluru,12.894307986179722,77.5932768526783,53, card,DL-9425285911,Minor,Customer satisfied with ride
RES-01095,CUST-0220,CAR531,Sedan,Cancelled,2025-06-03 17:12,06/12/2025 17:12,2025-06-13T03:12,65013 km,"65,217",75%,1500 per day,,DELHI,12.89950951852584,77.56131593199076,,card,DL-5957026611,Minor,Vehicle returned late due to traffic
RES-02066,CUST-1935,CAR 136,Sedan,No_Show,01/02/2025 20:33,2025/1/5 20:70,2025-01-06 08:33,63363,"63,549",30%,Rs1500/day,NEW10,blr,12.853424519833695,77.56638148935514,,netbanking,DL-9493400653,Major,
RES-00457,CUST-1682,car008,Hatchback,No_Show,03/23/2025 07:19,27-03-2025 07:19,2025-03-28T01:19,12734,"12,643",NA,1500/day,,New Delhi,12.873128622275736,77.63070210204233,116kmh,CASH,DL-5898509880,None,Interior cleaning required
RES-01251,CUST-1797,car-488,Hatchback,Cancelled,13-01-2025 21:08,01/19/2025 21:08,2025/1/19 20:71,"35,177","35,599",1.0,1800 perday,SAVE50,mumbai,12.912897042163738,77.64602200233982,,upi,DL-4375690894,Major,Navigation system malfunction reported
RES-04072,CUST-1608,CAR 575,SUV,No_Show,2025/1/7 0:73,2025-01-09T00:29,09-01-2025 13:29,"62,087",62037km,,2000/day,,N/A,12.85127480339543,77.60908909014496,, card,DL-4633067041,Major,Vehicle returned late due to traffic
RES-01600,CUST-1471,CAR159,Sedan,No_Show,01/26/2025 13:49,2025-01-31T13:49,2025/2/3 1:73,36622,36858km,25%,$20/day,WELCOME5,blr,12.862045678303366,77.55778554542344,33 km/h,CASH,DL-1744647031,None,Customer satisfied with ride
RES-02339,CUST-0306,CAR-426,EV,No_Show,03/03/2025 19:03,2025/03/13 19:03,14-03-2025 13:03,"22,809","22,889",75,2000/day,NEW10,Delhi,12.874243074461805,77.64986449619393,23 km/h,CASH,DL-2628319160,Major,Tyre pressure alert during trip
RES-00388,CUST-0212,car270,Toyota,Cancelled,2025/2/25 19:74,2025-03-02 19:23,03/02/2025 21:23,18035,"17,975",0.10,₹2500 per day,NEW10,MUM,12.863706926328693,77.59605397972304,fast,,DL-6891600326,None,Customer reported minor scratch on door
RES-01657,CUST-0883,CAR 020,Creta,Cancelled,2025/1/12 16:63,2025/1/13 16:61,2025/01/13 18:24,22603 km,22532,0.75,,WELCOME5,Chennai,12.867678030480384,77.55765269631202,fast,cash,DL-1924087732,Minor,Car returned in good condition
RES-01711,CUST-1428,CAR 011,Luxury,No_Show,2025-01-24 05:28,2025-01-30 05:28,2025/2/1 13:64,65201,"65,318",50%,1800 perday,WELCOME5,New Delhi,12.919606904410939,77.57805941609517,30,cash,DL-7094019447,Major,Customer reported minor scratch on door
RES-01018,CUST-1936,car-373,Creta,Cancelled,2025-06-08T13:26,06/13/2025 13:26,15-06-2025 23:26,30523 km,30871,0.10,1500 per day,WELCOME5,chennai,12.886117788874783,77.63646177222431,53kmh,,DL-7578813792,Major,Interior cleaning required
RES-00595,CUST-0450, CAR-317 ,Sedan,Cancelled,2025/01/16 20:59,01/19/2025 20:59,2025-01-21T04:59,"45,109",45607,25%,1500/day,DISC20,Bengaluru,12.854430625675494,77.59331256325115,137,card,DL-2038339984,Major,Customer reported minor scratch on door
RES-04286,CUST-0680, CAR-533 ,Luxury,Cancelled,09-05-2025 06:08,2025-05-14 06:08,2025-05-15 22:08,76678 km,"77,067",0.5,2000/day,,chennai,12.892156516947177,77.64458643350767,41kmh,Wallet,DL-6643487595,None,Tyre pressure alert during trip
RES-01939,CUST-1718,CAR-339,Toyota,No_Show,02-01-2025 16:43,01/03/2025 16:43,01/04/2025 17:43,"54,993",55193,NA,1500 per day,DISC20,blr,12.925152178347433,77.6172892295175,42kmh,Debit Card,DL-1203815138,Major,Tyre pressure alert during trip
RES-00583,CUST-1485,CAR-539,Creta,No_Show,2025/5/26 8:60,2025-05-28 08:48,2025/5/31 1:78,62643,"62,978",75%,,NEW10,MUM,12.857528342570884,77.63605387654265,118kmh,CARD,DL-8639243653,Minor,Customer satisfied with ride
RES-03057,CUST-1049,CAR358,Sedan,Completed,2025-05-23T09:22,2025-05-31T09:22,2025-06-01 14:22,17750,18176,50,1800 perday,NEW10,DELHI,12.87715548520189,77.57401438191619,,card,DL-2199328159,None,Navigation system malfunction reported
RES-04295,CUST-0552,CAR_217,Suzuki,Completed,2025/5/16 10:78,18-05-2025 10:48,2025/5/19 0:62,24109,24498,0.5,USD 25/day,NEW10,MUM,12.87014455590766,77.61474991416945,87,-,DL-1388378918,Major,Vehicle returned late due to traffic
RES-01169,CUST-0549,car186,Toyota,No_Show,03/03/2025 02:52,03/04/2025 02:52,2025-03-04 19:52,79891,80130km,0.25,$20/day,SAVE50,Delhi,12.943984611945856,77.57432609444865,,,DL-7620346414,Major,Customer requested early pickup
RES-01889,CUST-1361, CAR-010 ,Sedan,Cancelled,14-04-2025 21:09,23-04-2025 21:09,24-04-2025 06:09,59819 km,59936,0.10,₹1500/day,SAVE50,bangalore,12.86936822079036,77.55456139345537,60kmh,UPI,DL-6181402277,Minor,Customer satisfied with ride
RES-04304,CUST-0310,CAR 305,Toyota,Completed,2025/04/08 21:45,2025-04-11T21:45,2025-04-13T15:45,22193 km,22162km,0.25,2000/day,NEW10,Mumbai,12.923316171036111,77.59188321860304,86kmh,netbanking,DL-7627440411,None,Customer reported minor scratch on door
RES-01126,CUST-0182,CAR-600 ,Toyota,No_Show,13-03-2025 10:00,2025-03-19T10:00,2025-03-19T21:00,40408,"40,364",0.75,"₹1,800/day",,unknown,12.941072994883903,77.59708022070416,,netbanking,DL-4380657786,None,Interior cleaning required
RES-03497,CUST-0025,CAR-065,SUV,Cancelled,2025-01-08 06:45,2025/1/11 6:65,2025-01-13 22:45,12211,"12,359",,,,bangalore,12.903593020846213,77.59482596494766,fast,card,DL-2953581933,None,Low fuel warning observed
RES-03890,CUST-1178,CAR-415,Suzuki,Cancelled,18-06-2025 12:16,2025/06/25 12:16,27-06-2025 00:16,"46,479","46,875",NA,₹ 2000 / day,WELCOME5,N/A,12.881592232989268,77.5569836421355,fast,netbanking,DL-5880705644,Major,Customer requested early pickup
RES-03458,CUST-1311,CAR-561,Sedan,Completed,03-02-2025 12:33,2025/2/10 12:63,02/10/2025 07:33,17828,17781,NA,1800 perday,WELCOME5,Chennai,12.949913349239589,77.59542490949214,59kmh,Credit Card,DL-2153304205,Minor,
RES-02992,CUST-1886,car542,Hatchback,No_Show,17-01-2025 06:55,2025/1/27 6:73,29-01-2025 11:55,45938,"46,345",0.25,$20/day,SAVE50,BLR,12.859664794293865,77.59057737716911,31,Debit Card,DL-7554920674,None,Customer requested early pickup
RES-02333,CUST-1433, CAR-133 ,Sedan,Completed,2025-05-11T07:43,05/20/2025 07:43,23-05-2025 05:43,24018 km,24315km,0.30,,NEW10,Bengaluru,12.884260361461493,77.61181939558838,114 km/h,Wallet,DL-9522468601,Minor,Car returned in good condition
RES-03279,CUST-0408,CAR_224,Luxury,Cancelled,01/13/2025 03:50,2025/1/15 3:65,2025/01/15 13:50,"68,532",68548,10%,2000/day,DISC20,Chennai,12.945289781452637,77.55206907068492,71 km/h,Debit Card,DL-9015994949,None,Low fuel warning observed
RES-04393,CUST-0385,CAR 421,Sedan,Completed,2025-05-06T03:10,2025-05-10 03:10,2025-05-10T10:10,"37,551","37,982",50%,,SAVE50,mumbai,12.865728979006331,77.62875781757593,fast,Debit Card,DL-4129694869,Major,Customer reported minor scratch on door
RES-03298,CUST-0356,CAR_309,Toyota,Cancelled,2025-02-07 21:53,2025/02/11 21:53,2025-02-14T17:53,61621,"61,693",100%,1500/day,SAVE50,CHN,12.935498842237667,77.58707993088778,64,,DL-6429812852,None,
RES-02053,CUST-1206, CAR-263 ,EV,Cancelled,2025/04/05 00:34,06-04-2025 00:34,2025-04-07 17:34,32692,33191km,75,,NEW10,Bengaluru,12.899879257495892,77.62320149145789,fast,UPI,DL-7006902568,None,
RES-03300,CUST-0841,CAR-523,SUV,Completed,2025-03-22 11:44,03/27/2025 11:44,03/28/2025 13:44,"56,009",56296km,25%,$20/day,,Mumbai,12.92822084056961,77.5774033018804,79 km/h,Wallet,DL-3156328862,None,AC performance slightly low
RES-01731,CUST-0300,CAR-187,EV,Completed,05/18/2025 03:55,2025-05-21T03:55,22-05-2025 23:55,69268 km,69767km,0.10,1500 per day,,DELHI,12.935166995622582,77.62068765110422,fast,-,DL-3765493040,Major,Navigation system malfunction reported
RES-03239,CUST-0306,car528,Toyota,Completed,2025-06-16T20:56,2025/6/22 20:68,06/24/2025 10:56,"13,770",14262,0.5,$20/day,SAVE50,N/A,12.884990562052344,77.5643291609861,,Credit Card,DL-2628319160,Minor,Low fuel warning observed
RES-00472,CUST-1853,car566,Hatchback,Completed,2025-03-10 02:58,03/17/2025 02:58,03/17/2025 20:58,15138,15179km,0.5,1500 per day,NEW10,Chennai,12.925606253838609,77.61138789765273,fast,UPI,DL-9062537035,Minor,Tyre pressure alert during trip
RES-01541,CUST-1167,car354,EV,Cancelled,05/22/2025 22:42,25-05-2025 22:42,2025-05-26T19:42,"22,218",22462km,50%,USD 25/day,WELCOME5,Bengaluru,12.882809511690246,77.55961260631267,23, card,DL-7321404821,Major,AC performance slightly low
RES-02254,CUST-1091,CAR-405 ,Luxury,Completed,2025-02-06 11:20,2025/02/07 11:20,2025-02-07 17:20,"43,859",44133km,25%,$20/day,NEW10,unknown,12.925135310170331,77.64603882150934,,cash,DL-6837477759,None,Vehicle returned late due to traffic
RES-03491,CUST-1397,car-210,Luxury,Cancelled,2024/12/30 18:49,2025/1/2 18:70,2025/01/03 08:49,55492 km,"55,488",0.30,2000/day,WELCOME5,unknown,12.891708708420378,77.63483503184108,79kmh,upi,DL-3257931891,Minor,Car returned in good condition
RES-02403,CUST-0545,CAR-233,Hatchback,No_Show,02/26/2025 21:56,08-03-2025 21:56,2025-03-08T18:56,11982 km,12162km,NA,1500/day,WELCOME5,Delhi,12.91365878386411,77.6347472637838,60 km/h,cash,DL-9394511754,Major,Tyre pressure alert during trip
RES-03290,CUST-0278,car431,Suzuki,Cancelled,2025/5/12 22:69,19-05-2025 22:53,2025/05/22 11:53,78784,78686,50,USD 25/day,SAVE50,bangalore,12.942334761246967,77.61951577053186,43,cash,DL-4466355824,Minor,Interior cleaning required
RES-02111,CUST-1005,CAR_473,Creta,No_Show,12/29/2024 00:23,01/05/2025 00:23,2025-01-04 19:23,"15,859",16173km,30%,1500/day,SAVE50,Chennai,12.930454955010294,77.60419549344999,,CASH,DL-9770377409,None,
RES-01067,CUST-0733,CAR-527 ,Creta,Completed,2025/03/14 08:24,2025-03-22 08:24,2025/3/25 1:63,14586 km,14944km,75,1500/day,SAVE50,MUM,12.91531076439274,77.62307038643281,100 km/h, card,DL-6284624527,Major,
RES-02442,CUST-1199,car251,Creta,No_Show,2025/02/09 01:13,2025-02-12T01:13,14-02-2025 04:13,72761,73103,0.10,,WELCOME5,Chennai,12.927591296818044,77.55954475908248,138 km/h,card,DL-5423557822,None,Tyre pressure alert during trip
RES-02017,CUST-1700,car-109,Suzuki,No_Show,2025-06-13 18:41,20-06-2025 18:41,2025/06/20 18:41,25558 km,"25,978",0.25,"₹1,800/day",SAVE50,BLR,12.883785588320807,77.55264725150464,fast,Debit Card,DL-1593968320,Major,Car returned in good condition
RES-02893,CUST-1471,CAR-247 ,Sedan,No_Show,06/14/2025 12:43,06/22/2025 12:43,06/22/2025 11:43,21308,21264,1.0,,WELCOME5,Bombay,12.947477648785432,77.58486238489235,65kmh,netbanking,DL-1744647031,Minor,Customer reported minor scratch on door
RES-03558,CUST-0786,CAR-032 ,Suzuki,Completed,01-05-2025 07:03,05/07/2025 07:03,2025-05-09T04:03,"17,340",17347,NA,₹ 2000 / day,,MUM,12.878590900057787,77.57686643608945,135kmh,wallet,DL-4331780416,Minor,
RES-00742,CUST-0828,CAR_557,Suzuki,No_Show,2025-03-30 13:48,04/03/2025 13:48,2025/4/3 8:70,76337,76521km,25%,2000/day,,DELHI,12.945813418456096,77.5910605267472,fast,upi,DL-8725255483,Major,
RES-03664,CUST-1511,CAR115,SUV,Cancelled,2025/04/11 12:56,2025/04/21 12:56,2025-04-23T04:56,"60,041",60358km,25%,₹1500/day,NEW10,blr,12.926118000369692,77.6113814455663,fast,netbanking,DL-7270129185,Minor,Car returned in good condition
RES-02144,CUST-1214,car-239,Hatchback,Completed,2025/01/13 11:32,2025/01/22 11:32,2025-01-23 19:32,57782 km,58096km,10%,₹ 2000 / day,,BLR,12.869086318295098,77.61618186974708,54kmh,,DL-4147043206,Major,Interior cleaning required
RES-01553,CUST-0645,CAR 136,Sedan,Cancelled,2025/5/4 18:79,2025-05-07 18:34,2025/05/09 13:34,71715 km,71710km,,₹1500/day,DISC20,Delhi,12.90706387613592,77.6318805511682,82,,DL-4813518565,Major,Vehicle returned late due to traffic
RES-02519,CUST-0023,car199,Hatchback,No_Show,2025-05-12 01:29,05/15/2025 01:29,2025-05-15T17:29,65578 km,"65,934",0.30,1500 per day,WELCOME5,Bengaluru,12.926549836046016,77.59248347120666,,card,DL-7956278599,Major,
RES-02624,CUST-1330,CAR-448 ,EV,Completed,2025/1/12 19:71,01/16/2025 19:57,17-01-2025 03:57,"36,482","36,496",75%,USD 25/day,NEW10,DELHI,12.943028390322945,77.64968186844509,fast,,DL-5428121702,Minor,Interior cleaning required
RES-02762,CUST-1012,car238,Toyota,Cancelled,2025/1/7 21:79,13-01-2025 21:22,16-01-2025 17:22,49883 km,"49,992",NA,2000/day,NEW10,Delhi,12.850398458354318,77.56238723993755,101 km/h,card,DL-3901543626,None,Interior cleaning required
RES-01366,CUST-0168,car152,Creta,Completed,2025-06-06 08:07,14-06-2025 08:07,2025-06-14T12:07,"64,233","64,270",75%,1500 per day,,delhi,12.894873638908669,77.61533039174077,136,Credit Card,DL-3580203573,Minor,AC performance slightly low
RES-02751,CUST-0529,car338,Hatchback,Completed,06/24/2025 22:01,2025-06-26T22:01,2025-06-28 13:01,"60,820",61272,75,,WELCOME5,mumbai,12.885622272677965,77.6411866579678,,CASH,DL-3670005322,None,Customer requested early pickup
RES-00954,CUST-1491,car386,SUV,Cancelled,2025/6/26 11:60,2025/6/29 11:73,06/29/2025 09:26,76661,76654,30%,₹2500 per day,,BLR,12.880041748752488,77.61490965333702,59,,DL-1425736334,None,Interior cleaning required
RES-01777,CUST-1458,CAR 145,Suzuki,No_Show,2025/05/21 14:44,05/29/2025 14:44,2025/5/31 3:76,35794 km,36018,100%,$20/day,DISC20,N/A,12.880627978868278,77.61266564546044,63kmh,wallet,DL-3645655903,Minor,Tyre pressure alert during trip
RES-01317,CUST-0408,CAR_217,Suzuki,No_Show,2025/04/02 02:37,2025-04-03T02:37,2025/4/4 16:62,72159 km,72524,0.10,1500/day,,unknown,12.861472241739389,77.61621232098598,fast,cash,DL-9015994949,Major,Tyre pressure alert during trip
RES-04451,CUST-0719,CAR_278,Creta,Completed,2025/04/10 04:50,04/16/2025 04:50,2025/04/17 23:50,"19,540","19,877",0.25,"₹1,800/day",NEW10,Delhi,12.854313864715412,77.63878346200397,48kmh, card,DL-5595056552,None,Customer satisfied with ride
RES-01639,CUST-0067,CAR-125,Luxury,Completed,2025/5/20 20:74,2025/5/30 20:73,2025/06/01 21:42,"11,926","12,127",0.30,$20/day,DISC20,blr,12.932920188089982,77.62334826744522,,CARD,DL-1152746599,Major,AC performance slightly low
RES-02721,CUST-1566,car-366,Hatchback,No_Show,2025-01-25T09:34,2025/02/02 09:34,2025-02-02 15:34,26883,"26,967",75,₹2500 per day,SAVE50,delhi,12.863686466997507,77.61600273402524,fast,UPI,DL-9620702731,Major,Customer satisfied with ride
RES-00319,CUST-0071,CAR-558 ,Hatchback,No_Show,04/23/2025 14:21,04/30/2025 14:21,2025/5/1 4:76,37698 km,37765km,0.5,USD 25/day,NEW10,DELHI,12.86871706758094,77.55397949663356,fast,upi ,DL-4237357718,None,
